1,1
2,1
3,1
4,2
5,1
6,3
7,3
8,4
9,1
10,5
11,6
12,7
13,8
14,9
15,9
16,6
17,1
18,7
19,10
20,1
21,1
22,6
23,11
24,11
25,10
26,6
27,6
28,6
29,3
30,12
31,13
32,1
33,1
34,4
35,1
36,14
37,1
38,6
39,4
40,6
41,6
42,6
43,5
44,5
45,6
46,1
47,1
48,7
49,1
50,12
51,3
52,4
53,4
54,15
55,1
56,12
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,5
72,5
73,5
74,9
75,6
76,16
77,16
78,4
79,6
80,9
81,3
82,3
83,3
84,3
85,2
86,2
87,6
88,1
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,1
99,5
100,17
101,11
102,12
103,12
104,12
105,18
106,18
107,18
108,18
109,18
110,12
111,5
112,12
113,6
114,5
115,6
116,12
117,6
118,12
119,18
120,18
121,18
122,18
123,18
124,18
125,18
126,1
127,1
128,7
129,5
130,4
131,4
132,4
133,4
134,4
135,3
136,4
137,4
138,4
139,4
140,1
141,1
142,1
143,5
144,5
145,1
146,1
147,3
148,4
149,4
150,12
151,11
152,1
153,16
154,1
155,11
156,5
157,10
158,11
159,7
160,12
161,7
162,5
163,5
164,5
165,12
166,6
167,4
168,12
169,11
170,19
171,1
172,4
173,4
174,4
175,4
176,4
177,1
178,9
179,4
180,6
181,10
182,1
183,6
184,1
185,6
186,12
187,1
188,10
189,5
190,6
191,12
192,10
193,6
194,4
195,8
196,13
197,9
198,4
199,4
200,2
201,1
202,5
203,16
204,7
205,12
206,7
207,7
208,6
209,12
210,6
211,16
212,6
213,6
214,6
215,7
216,20
217,20
218,9
219,18
220,18
221,16
222,9
223,3
224,5
225,7
226,5
227,11
228,12
229,7
230,11
231,18
232,4
233,16
234,6
235,16
236,3
237,12
238,1
239,16
240,14
241,3
242,17
243,2
244,17
245,17
246,6
247,5
248,1
249,6
250,6
251,1
252,5
253,5
254,16
255,12
256,4
257,10
258,6
259,6
260,6
261,18
262,18
263,18
264,18
265,18
266,12
267,5
268,7
269,7
270,4
271,4
272,11
273,17
274,6
275,17
276,13
277,12
278,6
279,3
280,6
281,4
282,6
283,4
284,3
285,4
286,6
287,4
288,4
289,20
290,13
291,4
292,6
293,3
294,3
295,4
296,2
297,4
298,4
299,6
300,13
301,6
302,8
303,4
304,4
305,4
306,8
307,20
308,1
309,11
310,4
311,14
312,17
313,17
314,4
315,4
316,5
317,12
318,5
319,18
320,18
321,4
322,6
323,4
324,4
325,4
326,5
327,4
328,4
329,4
330,9
331,18
332,5
333,4
334,13
335,1
336,1
337,12
338,12
339,1
340,1
341,11
342,2
343,3
344,6
345,2
346,7
347,1
348,7
349,7
350,7
351,7
352,12
353,7
354,17
355,4
356,18
357,18
358,5
359,16
360,16
361,1
362,18
363,18
364,5
365,18
366,18
367,18
368,14
369,7
370,3
371,7
372,11
373,14
374,14
375,9
376,11
377,17
378,7
379,1
380,18
381,9
382,16
383,1
384,6
385,14
386,12
387,5
388,10
389,20
390,10
391,5
392,1
393,12
394,6
395,1
396,6
397,6
398,7
399,18
400,18
401,18
402,18
403,9
404,7
405,11
406,5
407,2
408,6
409,12
410,18
411,17
412,14
413,18
414,5
415,18
416,14
417,14
418,14
419,18
420,18
421,9
422,5
423,18
424,18
425,4
426,14
427,1
428,6
429,12
430,6
431,11
432,13
433,5
434,1
435,7
436,7
437,16
438,7
439,6
440,18
441,18
442,18
443,5
444,18
445,7
446,7
447,14
448,18
449,18
450,18
451,12
452,16
453,7
454,17
455,17
456,1
457,4
458,6
459,16
460,9
461,9
462,9
463,9
464,9
465,9
466,9
467,9
468,9
469,9
470,5
471,5
472,7
473,18
474,18
475,14
476,7
477,18
478,18
479,18
480,18
481,18
482,18
483,18
484,18
485,18
486,18
487,18
488,18
489,18
490,18
491,18
492,18
493,18
494,18
495,18
496,18
497,18
498,18
499,18
500,18
501,7
502,18
503,7
504,7
505,1
506,7
507,7
508,7
509,7
510,7
511,7
512,7
513,7
514,7
515,7
516,7
517,7
518,7
519,7
520,7
521,7
522,7
523,7
524,7
525,7
526,7
527,7
528,7
529,7
530,13
531,16
532,6
533,2
534,2
535,2
536,2
537,4
538,4
539,12
540,6
541,6
542,3
543,2
544,14
545,18
546,18
547,18
548,18
549,18
550,18
551,18
552,18
553,18
554,18
555,18
556,18
557,18
558,18
559,18
560,18
561,18
562,18
563,18
564,18
565,18
566,18
567,18
568,18
569,18
570,18
571,18
572,18
573,18
574,18
575,18
576,18
577,18
578,8
579,3
580,2
581,9
582,9
583,13
584,2
585,8
586,8
587,19
588,13
589,8
590,1
591,14
592,12
593,12
594,8
595,14
596,8
597,7
598,8
599,16
600,7
601,12
602,16
603,18
