1,1,1
2,1,1
2,2,1
3,1,1
4,3,1
4,4,1
4,1,1
4,5,1
5,3,1
5,1,1
6,6,1
6,6,1
6,7,1
6,1,1
7,2,1
8,1,1
8,3,1
9,3,1
9,1,1
10,8,1
10,9,1
10,10,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,1
10,16,1
10,17,1
10,5,1
10,5,1
10,18,1
11,1,1
12,3,1
12,1,1
12,2,1
13,19,1
13,19,1
13,9,1
13,17,1
13,3,1
13,20,1
13,9,1
13,18,1
13,1,1
13,21,1
13,22,1
14,3,1
14,1,1
14,5,1
15,3,1
15,1,1
16,23,1
16,15,1
16,24,1
16,2,1
16,25,1
16,18,1
16,5,1
17,3,1
17,1,1
18,3,1
19,1,1
20,26,1
21,24,1
22,27,1
22,17,1
22,3,1
22,28,1
22,9,1
22,18,1
22,20,1
22,18,1
22,29,1
22,1,1
23,8,1
23,8,1
24,8,1
24,8,1
24,8,1
24,9,1
24,3,1
24,3,1
25,1,1
26,30,1
26,31,1
26,32,1
26,27,1
26,33,1
27,7,1
27,7,1
27,1,1
27,34,1
27,2,1
28,35,1
29,36,1
29,37,1
29,37,1
29,37,1
29,37,1
29,37,1
29,37,1
29,37,1
29,37,1
29,37,1
29,37,1
29,37,1
29,37,1
29,37,1
29,8,1
29,8,1
29,8,1
29,38,1
29,3,1
29,39,1
29,40,1
29,41,1
29,15,1
29,5,1
29,42,1
29,14,1
29,13,1
29,43,1
29,44,1
30,45,1
30,6,1
30,6,1
30,3,1
30,1,1
31,46,1
31,46,1
31,29,1
32,3,1
32,2,1
32,1,1
33,1,1
33,3,1
34,25,1
34,25,1
34,25,1
34,25,1
34,47,1
34,47,1
34,47,1
34,47,1
34,47,1
35,5,1
35,3,1
35,1,1
36,1,1
37,3,1
37,1,1
38,48,1
38,49,1
38,19,1
38,50,1
38,51,1
38,22,1
38,3,1
38,52,1
38,53,1
38,53,1
38,52,1
38,54,1
38,55,1
38,56,1
38,32,1
38,9,1
38,48,1
38,1,1
38,14,1
38,50,1
38,9,1
38,35,1
38,51,1
38,52,1
38,57,1
38,58,1
38,59,1
38,60,1
38,61,1
38,61,1
39,3,1
39,1,1
39,2,1
40,62,1
40,62,1
40,63,1
40,34,1
40,64,1
40,47,1
40,47,1
40,47,1
40,47,1
40,47,1
40,65,1
40,25,1
40,47,1
40,47,1
40,47,1
40,3,1
40,3,1
40,3,1
40,8,1
41,66,1
42,2,1
42,2,1
42,1,1
42,3,1
43,1,1
44,3,1
44,1,1
44,2,1
45,3,1
45,24,1
45,5,1
45,43,1
45,47,1
45,47,1
45,1,1
45,35,1
45,55,1
45,67,1
45,15,1
45,27,1
45,40,1
45,68,1
46,3,1
47,1,1
47,19,1
47,14,1
47,19,1
47,8,1
47,2,1
47,17,1
47,19,1
47,35,1
47,30,1
47,32,1
47,6,1
47,69,1
48,1,1
49,3,1
49,1,1
49,64,1
49,70,1
50,1,1
51,1,1
52,1,1
53,3,1
53,1,1
54,1,1
54,2,1
55,3,1
55,3,1
55,3,1
55,3,1
55,71,1
55,50,1
55,1,1
55,20,1
55,3,1
55,12,1
55,72,1
55,35,1
55,13,1
55,19,1
55,73,1
55,3,1
55,15,1
56,1,1
57,35,1
57,74,1
57,7,1
57,75,1
57,25,1
57,72,1
57,72,1
57,72,1
57,47,1
57,3,1
57,3,1
57,12,1
57,47,1
57,14,1
57,17,1
58,3,1
59,3,1
59,1,1
59,2,1
60,76,1
60,20,1
60,18,1
60,76,1
60,14,1
60,27,1
60,14,1
60,22,1
60,17,1
60,76,1
60,17,1
60,77,1
60,39,1
60,22,1
60,17,1
60,27,1
61,25,1
61,4,1
61,1,1
61,3,1
61,5,1
62,3,1
62,2,1
62,1,1
63,1,1
64,37,1
64,13,1
64,3,1
64,78,1
64,79,1
64,37,1
64,13,1
64,3,1
64,80,1
64,37,1
64,37,1
64,81,1
64,37,1
64,37,1
64,37,1
64,37,1
64,76,1
64,8,1
65,1,1
66,1,1
67,1,1
67,3,1
68,3,1
69,82,1
69,83,1
69,22,1
69,83,1
69,83,1
69,3,1
