1,1,1
2,1,1
2,2,1
3,1,1
4,3,1
4,4,1
4,1,1
4,5,1
5,3,1
5,1,1
6,6,1
6,7,1
6,8,1
6,1,1
7,2,1
8,1,1
8,9,1
9,9,1
9,1,1
10,10,1
10,11,1
10,12,1
10,13,1
10,14,1
10,15,1
10,16,1
10,17,1
10,18,1
10,19,1
10,20,1
10,21,1
10,22,1
11,1,1
12,9,1
12,1,1
12,2,1
13,23,1
13,24,1
13,11,1
13,25,1
13,3,1
13,26,1
13,27,1
13,28,1
13,1,1
13,29,1
13,30,1
14,9,1
14,1,1
14,5,1
15,9,1
15,1,1
16,31,1
16,17,1
16,32,1
16,33,1
16,34,1
16,22,1
16,20,1
17,9,1
17,1,1
18,35,1
19,1,1
20,36,1
21,37,1
22,38,1
22,25,1
22,3,1
22,39,1
22,40,1
22,22,1
22,41,1
22,28,1
22,42,1
22,1,1
23,10,1
23,43,1
24,10,1
24,44,1
24,43,1
24,45,1
24,46,1
24,47,1
25,1,1
26,48,1
26,49,1
26,50,1
26,38,1
26,51,1
27,52,1
27,53,1
27,1,1
27,54,1
27,55,1
28,56,1
29,57,1
29,58,1
29,59,1
29,60,1
29,61,1
29,62,1
29,63,1
29,64,1
29,65,1
29,66,1
29,67,1
29,68,1
29,69,1
29,70,1
29,71,1
29,72,1
29,73,1
29,74,1
29,9,1
29,75,1
29,76,1
29,77,1
29,17,1
29,20,1
29,78,1
29,79,1
29,80,1
29,81,1
29,82,1
30,83,1
30,84,1
30,6,1
30,9,1
30,1,1
31,85,1
31,86,1
31,87,1
32,9,1
32,88,1
32,1,1
33,1,1
33,9,1
34,89,1
34,90,1
34,91,1
34,92,1
34,93,1
34,94,1
34,95,1
34,96,1
34,97,1
35,5,1
35,98,1
35,1,1
36,1,1
37,9,1
37,1,1
38,99,1
38,100,1
38,101,1
38,102,1
38,103,1
38,104,1
38,9,1
38,105,1
38,106,1
38,107,1
38,108,1
38,109,1
38,110,1
38,111,1
38,112,1
38,113,1
38,114,1
38,1,1
38,115,1
38,116,1
38,117,1
38,56,1
38,118,1
38,119,1
38,120,1
38,121,1
38,122,1
38,123,1
38,124,1
38,125,1
39,9,1
39,1,1
39,2,1
40,126,1
40,127,1
40,128,1
40,54,1
40,129,1
40,130,1
40,131,1
40,132,1
40,133,1
40,134,1
40,135,1
40,136,1
40,137,1
40,138,1
40,139,1
40,140,1
40,141,1
40,142,1
40,143,1
41,144,1
42,145,1
42,55,1
42,1,1
42,9,1
43,1,1
44,9,1
44,1,1
44,2,1
45,9,1
45,146,1
45,5,1
45,147,1
45,148,1
45,149,1
45,1,1
45,56,1
45,150,1
45,151,1
45,152,1
45,38,1
45,153,1
45,154,1
46,9,1
47,1,1
47,155,1
47,115,1
47,23,1
47,156,1
47,88,1
47,157,1
47,158,1
47,56,1
47,159,1
47,160,1
47,7,1
47,161,1
48,1,1
49,46,1
49,1,1
49,162,1
49,163,1
50,1,1
51,1,1
52,1,1
53,9,1
53,1,1
54,1,1
54,2,1
55,46,1
55,141,1
55,140,1
55,142,1
55,164,1
55,165,1
55,1,1
55,166,1
55,9,1
55,14,1
55,167,1
55,168,1
55,80,1
55,169,1
55,170,1
55,171,1
55,17,1
56,1,1
57,56,1
57,172,1
57,173,1
57,174,1
57,89,1
57,167,1
57,175,1
57,176,1
57,148,1
57,177,1
57,142,1
57,178,1
57,179,1
57,180,1
57,181,1
58,3,1
59,9,1
59,1,1
59,2,1
60,182,1
60,183,1
60,22,1
60,184,1
60,115,1
60,185,1
60,79,1
60,186,1
60,181,1
60,187,1
60,188,1
60,189,1
60,190,1
60,191,1
60,192,1
60,193,1
61,194,1
61,4,1
61,1,1
61,9,1
61,5,1
62,9,1
62,2,1
62,1,1
63,1,1
64,61,1
64,15,1
64,98,1
64,195,1
64,196,1
64,62,1
64,197,1
64,140,1
64,198,1
64,66,1
64,60,1
64,199,1
64,68,1
64,65,1
64,200,1
64,64,1
64,201,1
64,202,1
65,1,1
66,1,1
67,1,1
67,9,1
68,9,1
69,203,1
69,204,1
69,205,1
69,206,1
69,207,1
69,140,1
